LanguageID,LanguageName,BookmarkName,Translation,TranslationName
15,English (AUS),bmkOffices,"Allen & Overy LLP or an affiliated undertaking has an office in each of: Abu Dhabi, Amsterdam, Antwerp, Athens, Bangkok, Beijing, Belfast, Bratislava, Brussels, Bucharest (associated office), Budapest, Casablanca, Doha, Dubai, Düsseldorf, Frankfurt, Hamburg, Hanoi, Ho Chi Minh City, Hong Kong, Istanbul, Jakarta (associated office), London, Luxembourg, Madrid, Mannheim, Milan, Moscow, Munich, New York, Paris, Perth, Prague, Riyadh (associated office), Rome, São Paulo, Shanghai, Singapore, Sydney, Tokyo, Warsaw and Washington, D.C.",OfficesList
1,English (UK),bmkOffices," ",OfficesList
1,English (UK),bmkOffices,"Allen & Overy LLP or an affiliated undertaking has an office in each of: Abu Dhabi, Amsterdam, Antwerp, Athens, Bangkok, Beijing, Belfast, Bratislava, Brussels, Bucharest (associated office), Budapest, Casablanca, Doha, Dubai, Düsseldorf, Frankfurt, Hamburg, Hanoi, Ho Chi Minh City, Hong Kong, Istanbul, Jakarta (associated office), London, Luxembourg, Madrid, Mannheim, Milan, Moscow, Munich, New York, Paris, Perth, Prague, Riyadh (associated office), Rome, São Paulo, Shanghai, Singapore, Sydney, Tokyo, Warsaw and Washington, D.C.",OfficesList
14,English (US),bmkOffices,"Allen & Overy LLP or an affiliated undertaking has an office in each of: Abu Dhabi, Amsterdam, Antwerp, Athens, Bangkok, Beijing, Belfast, Bratislava, Brussels, Bucharest (associated office), Budapest, Casablanca, Doha, Dubai, Düsseldorf, Frankfurt, Hamburg, Hanoi, Ho Chi Minh City, Hong Kong, Istanbul, Jakarta (associated office), London, Luxembourg, Madrid, Mannheim, Milan, Moscow, Munich, New York, Paris, Perth, Prague, Riyadh (associated office), Rome, São Paulo, Shanghai, Singapore, Sydney, Tokyo, Warsaw and Washington, D.C.",OfficesList
2,French,bmkOffices,"Bureaux d'Allen & Overy LLP ou de ses entités affiliées: Abou Dabi, Amsterdam, Anvers, Athènes, Bangkok, Beijing, Belfast, Bratislava, Bruxelles, Bucarest (cabinet partenaire), Budapest, Casablanca, Doha, Dubaï, Düsseldorf, Francfort, Hambourg, Hanoi, Ho Chi Minh, Hong Kong, Istanbul, Jakarta (cabinet partenaire), Londres, Luxembourg, Madrid, Mannheim, Milan, Moscou, Munich, New York, Paris, Perth, Prague, Riyad (cabinet partenaire), Rome, São Paulo, Shanghai, Singapour, Sydney, Tokyo, Varsovie et Washington, D.C.",OfficesList
8,French (Belgium),bmkOffices,"Bureaux d'Allen & Overy LLP ou de ses entités affiliées: Abou Dhabi, Amsterdam, Anvers, Athènes, Bangkok, Beijing, Belfast, Bratislava, Bruxelles, Bucarest (bureau associé), Budapest, Casablanca, Doha, Dubaï, Düsseldorf, Francfort, Hambourg, Hanoi, Ho Chi Minh, Hong Kong, Istanbul, Jakarta (bureau associé), Londres, Luxembourg, Madrid, Mannheim, Milan, Moscou, Munich, New York, Paris, Perth, Prague, Riyad (bureau associé), Rome, São Paulo, Shanghai, Singapour, Sydney, Tokyo, Varsovie et Washington, D.C.",OfficesList
6,German,bmkOffices,"Die Allen & Overy LLP oder ein Mitglied des Allen & Overy-Verbundes unterhalten Büros in: Abu Dhabi, Amsterdam, Antwerpen, Athen, Bangkok, Belfast, Bratislava, Brüssel, Budapest, Bukarest (assoziiertes Büro), Casablanca, Doha, Dubai, Düsseldorf, Frankfurt, Hamburg, Hanoi, Ho-Chi-Minh-Stadt, Hongkong, Istanbul, Jakarta (assoziiertes Büro), London, Luxemburg, Madrid, Mailand, Mannheim, Moskau, München, New York, Paris, Peking, Perth, Prag, Riad (assoziiertes Büro), Rom, Sao Paulo, Schanghai, Singapur, Sydney, Tokio, Warschau und Washington, D.C.",OfficesList
16,Greek,bmkOffices,"Allen & Overy LLP ή η συνεργαζόμενη εταιρεία έχει γραφείο σε: Αθήνα, Αμβέρσα,Αμβούργο Αμπού Ντάμπι, Άμστερνταμ, Ανόι, Βαρσοβία, Βουδαπέστη, Βουκουρέστι (συνεργαζόμενο γραφείο), Βρυξέλλες, Ιστανμπούλ, Καζαμπλάνκα, Λονδίνο, Λουξεμβούργο, Μαδρίτη, Μάνχαϊμ, Μιλάνο Μόναχο Μόσχα, Μπανγκόκ, Μπέλφαστ, Μπρατισλάβα, Νέα Υόρκη, Ντουμπάϊ, Ντόχα, Ντίσελντορφ, Ουάσινγκτον, Παρίσι, Πεκίνο, Περθ, Πράγα, Ριάντ (συνεργαζόμενο γραφείο), Ρώμη, Σαγκάη, Σάο Πάολο, Σιγκαπούρη, Σίδνευ, Τζακάρτα (συνεργαζόμενο γραφείο), Τόκυο, Φρανκφούρτη, Χόνγκ-Κόνγκ, Χο Τσι Μινχ.",OfficesList
11,Hungarian,bmkOffices,"Az Allen & Overy LLP vagy valamely társult irodája a következő városokban működik: Abu Dhabi, Amszterdam, Antwerpen, Athén, Bangkok, Belfast, Brüsszel, Budapest, Bukarest (társiroda), Casablanca, Doha, Dubai, Düsseldorf, Frankfurt, Hamburg, Hanoi, Ho Si Minh-város, Hong Kong, Isztambul, Jakarta (társiroda), London, Luxemburg, Madrid, Mannheim, Milánó, Moszkva, München, New York, Párizs, Peking, Perth, Pozsony, Prága, Rijád (társiroda), Róma, Sanghaj, São Paulo, Szingapúr, Sydney, Tokió, Varsó, Washington.",OfficesList
4,Italian,bmkOffices,"Allen & Overy LLP o associazioni collegate sono presenti con un proprio ufficio in ciascuna delle seguenti località: Abu Dhabi, Amburgo, Amsterdam, Anversa, Atene, Bangkok, Belfast, Bratislava, Bruxelles, Bucarest (Ufficio Associato), Budapest, Casablanca, Doha, Dubai, Düsseldorf, Francoforte, Giacarta (Ufficio Associato), Hanoi, Ho Chi Minh, Hong Kong, Istanbul, Londra, Lussemburgo, Madrid, Mannheim, Milano, Mosca, Monaco di Baviera, New York, Parigi, Pechino, Perth, Praga, Riyadh (Ufficio Associato), Roma, San Paolo, Shanghai, Singapore, Sydney, Tokyo, Varsavia, Washington, D.C.",OfficesList
5,Polish,bmkOffices,"Allen & Overy LLP lub jej jednostki stowarzyszone posiadają biura w następujących miastach: Abu Zabi, Amsterdam, Antwerpia, Ateny, Bangkok, Belfast, Bratysława, Bruksela, Budapeszt, Bukareszt (jednostka stowarzyszona), Casablanca, Doha, Dubaj, Düsseldorf, Dżakarta (jednostka stowarzyszona), Frankfurt, Hamburg, Hanoi, Ho Chi Minh, Hong Kong, Londyn, Luksemburg, Madryt, Mannheim, Mediolan, Moskwa, Monachium, Nowy Jork, Paryż, Pekin, Perth, Praga, Rijad (jednostka stowarzyszona), Rzym, São Paulo, Singapur, Stambuł, Sydney, Szanghaj, Tokio, Warszawa, Waszyngton.",OfficesList
17,Portuguese (Brazil),bmkOffices,"Allen & Overy LLP ou uma de suas afiliadas tem escritório em cada uma das seguintes cidades: Abu Dhabi, Amsterdam, Antuérpia, Atenas, Bangkok, Belfast, Bratislava, Bruxelas, Bucareste (escritório associado), Budapeste, Casablanca, Cidade de Ho Chi Minh, Doha, Dubai, Dusseldorf, Frankfurt, Hamburgo, Hanói, Hong Kong, Istambul, Jacarta (escritório associado), Londres, Luxemburgo, Madri, Mannheim, Milão, Moscou, Munique, Nova York, Paris, Pequim, Perth, Praga, Riade (escritório associado), Roma, São Paulo, Xangai, Cingapura, Sydney, Tóquio, Varsóvia e Washington, D.C.",OfficesList
13,Russian,bmkOffices,"Аллен энд Овери ЛЛП или аффилированные предприятия Аллен энд Овери ЛЛП имеют представительства в Абу-Даби, Амстердаме, Антверпене, Aфинах (представительство), Бангкоке, Белфасте, Братиславе, Брюсселе, Будапеште, Бухаресте (ассоциированный офис), Варшаве, Вашингтоне (округ Колумбия), Гамбурге, Гонконге,  Джакарте (ассоциированный офис), Дохе, Дубае, Дюссельдорфе, Касабланке, Лондоне, Люксембурге, Мадриде, Мангейме, Милане, Москве, Мюнхене, Нью-Йорке, Париже, Пекине, Перте, Праге, Риме, Стамбуле, Сингапуре, Сан-Паулу, Сиднее, Токио, Франкфурте, Ханой, Хошимин, Шанхае, Эр-Рияде (ассоциированный офис).",OfficesList
3,Slovak,bmkOffices,"Allen & Overy LLP alebo jeho pridružený podnik má kanceláriu v každom z nasledovných miest: Abú Dhabí, Amsterdam, Antverpy, Atény, Bangkok, Belfast, Bratislava, Brusel, Budapešť, Bukurešť (pridružená kancelária), Casablanca, Doha, Dubaj, Düsseldorf, Frankfurt, Hamburg, Hanoj, Hočiminove mesto, Hong Kong, Istanbul, Jakarta (pridružená kancelária), Londýn, Luxemburg, Madrid, Mannheim, Miláno, Moskva, Mnichov, New York, Paríž, Peking, Perth, Praha, Rím, Rijád (pridružená kancelária), Šanghaj, Sao Paulo, Singapúr, Sydney, Tokio, Varšava, Washington.",OfficesList
12,Spanish,bmkOffices,"Allen & Overy LLP o alguna de sus entidades asociadas tiene una oficina en cada una de las siguientes ciudades: Abu Dhabi, Amberes, Amsterdam, Atenas, Bangkok, Beijing, Belfast, Bratislava, Bruselas, Bucarest (Oficina Asociada), Budapest, Casablanca, Doha, Dubai, Düsseldorf, Estambul, Francfort, Hamburgo, Hanói, Ciudad Ho Chi Minh, Hong Kong, Londres, Luxemburgo, Madrid, Mannheim, Milán, Moscú, Múnich, Nueva York, París, Perth, Praga, Riyadh (Oficina Asociada), Roma, São Paulo, Shanghai, Singapur, Sydney, Tokio, Varsovia, Washington, D.C. y Yakarta (Oficina Asociada).",OfficesList
18,Turkish,bmkOffices," ",OfficesList
18,Turkish,bmkOffices,"To be provided. ",OfficesList
19,Vietnamese,bmkOffices,"Công ty Luật TNHH Allen & Overy hoặc các công ty liên kết của Allen & Overy có trụ sở tại các thành phố sau: Abu Dhabi, Amsterdam, Antwerp, Băng Cốc, Bắc Kinh, Bratislava, Brussels, Bu-ca-ret (Văn phòng liên kết), Bu-đa-pet, Doha, Dubai, Dusseldort, Frankfurt, Hamburg, Hà Nội, Hồ Chí Minh, Hồng Kông, Luân Đôn, Luc-xem-bua, Madrid, Milan, Moscow, Munich, New York, Paris, Prague, Riyadh (văn phòng liên kết), Rome, San-pao-lô, Thượng Hải, Singapore, Sydney, Tokyo và Warsaw.",OfficesList
